X,Y
0.4531369926562156,0.35751035243042883
1.0811822639496753,0.353055650482019
1.5203609197309702,0.16584143546269997
2.5006501345965786,0.3648619725262634
3.025720559893314,0.22863805808907417
3.6324933727500675,0.2923777593178332
4.248586616321991,0.5193578819349698
5.129446999637496,0.20558161919099743
5.685045384711661,0.5725593027650646
6.509527960285026,0.3878725789957853
7.153612830856154,0.41188729096664217
7.600549196125335,0.5091800907459109
8.399841389202017,0.38631176642391335
8.867545954311877,0.44743598302773563
9.589669629003664,0.5636196001222825
0.16491490820933258,1.184826386469889
1.2095376181736626,1.0621062967910722
1.9011852268309415,1.0344423193799834
2.3659310954434054,1.1024144290291928
3.0646896639274077,1.062108430242499
3.574476631946179,0.8600328999821862
4.179908900471686,0.9856035839660057
5.216849701982578,0.9074959315642384
5.452562109511311,0.8590432683899384
6.402515735955093,1.1320918344183484
7.063408400442565,1.220149682189243
7.571304820824409,1.131422068694714
8.095311755862692,1.0781293992748782
9.204004965474303,0.89539813385163
9.811287839161118,0.883950745771152
0.12197089400546846,1.872057055766026
1.125153142319341,1.864475973368558
1.7418843629008705,1.5862264822059238
2.3206593517846676,1.6476690747631018
2.761096667549813,1.8869087075096904
3.63792845093929,1.445929953639965
4.297186821359031,1.5993478876622373
4.796467781967404,1.7204107918611957
5.657258252118904,1.7095122811021117
6.146378885767822,1.6828050450279868
7.2343958078624935,1.6801775607102298
7.792312079569665,1.8888640187393961
8.254947592031469,1.6597573062144624
9.246143670731875,1.5933802270143886
9.49018319345865,1.5096607539392792
0.09687683799604097,2.2193389384287068
0.9498787007854069,2.276450267705341
1.46055667800051,2.2110205526997215
2.3303776830950085,2.3883861310945473
3.081979536763914,2.113632086005356
3.852202070574883,2.304662706917758
4.271028409826079,2.399539455270608
4.792145458267676,2.289199819099721
5.730454368249546,2.506294236147436
6.5269099198733365,2.3678590199460112
7.076108010908121,2.1380197959329124
7.520517816415286,2.556788743305832
8.223398076078508,2.1752782608603543
8.886075241283521,2.165502396808556
9.615604802823555,2.123604483997903
0.527751690460302,2.862217515804678
0.9108479178536004,2.7900915665171877
1.6865525759383548,2.9035441648419598
2.2049611481103835,3.0546608228581755
3.091889584085052,3.019459765811948
3.4580047612101352,3.2051012829230303
4.539668570379311,2.956351188264115
5.1381585780603025,3.0176309512607764
5.893971393642206,3.1229328849290527
6.545552735132222,2.7685432623814745
7.11423427270709,3.0677904407316032
7.771014408859898,2.823543013084341
8.090940212564018,3.029431003994115
8.972280514038276,2.8730375483568613
9.845357250564005,2.9425360355911163
0.08558471872714074,3.781940176633134
1.1859589364799543,3.80261315251207
1.7314702029855438,3.6436473561550553
2.1005668893894516,3.740505584380249
2.9749117512015744,3.846621731961158
3.580525661766525,3.7767254282977683
4.576293200220352,3.8763501045138558
5.23846076909646,3.732038657592177
5.8938895427021105,3.4330467324826435
6.285943933920681,3.6783912306424766
7.142269014351795,3.7799548121213125
7.596781084605778,3.5028219574455752
8.09201899700066,3.708840413715997
9.12660249651608,3.8852684070788346
9.912698325735821,3.5577554052874243
0.5392035025549462,4.438186192207369
0.9158640922561463,4.249831504713414
1.891611694640333,4.574675366598753
2.279351489195029,4.432122309489089
2.835387461536592,4.480345283993549
3.517408528821263,4.288917937711123
4.177866841068283,4.285330542190585
4.754651475895582,4.157658788725424
5.82333378674876,4.477438478913461
6.3518924085956705,4.422087934535814
7.116482948358765,4.331068153529984
7.8966618964334,4.381975353800215
8.405500866128008,4.2384168521693955
8.88467267902794,4.23139266133998
9.425057473672446,4.212840068030413
0.29831605674142353,4.807592766944868
1.092245111904329,4.932851244497214
1.7765383063988653,4.845027750016014
2.1623771496827677,5.193798659658235
3.206603318361769,4.8869813795878665
3.511787083479085,5.055857470820011
4.200267125393894,4.813399678931819
4.89434359429239,5.150844027633581
5.7114906747843275,4.8263753964392295
6.3951649499561,5.008404348395821
7.022173779940927,4.9492320737548905
7.577677995207898,4.817940277639926
8.419372043995965,4.934993405685386
8.961741182002944,5.0506046461096785
9.580255684843982,4.808779131772701
0.4579817729528666,5.604925484152983
1.0473040626570806,5.693212337434362
1.4240906645050866,5.55484482404051
2.087882562161544,5.892859497678135
3.046835243457023,5.858974394703246
3.7720369709688426,5.528816408792239
4.293853839597647,5.640766076459302
5.189908285852655,5.90345317472498
5.568164560815249,5.61990586945949
6.199247415530165,5.915586853904461
7.229201527419351,5.721437721760428
7.44568152881461,5.91147062976571
8.126769974315412,5.507540385002997
9.235275562014497,5.590194937581242
9.760554548696582,5.781912750249194
0.33712560123793717,6.477326005136559
1.1799811165337681,6.557985157839753
1.833411522726552,6.360152908816372
2.4727963807079547,6.151710799497177
3.068707580842981,6.470448764571867
3.9016226538234755,6.434749690627765
4.114060519146967,6.292112240485726
4.851785295326414,6.376800639486756
5.9130037172742576,6.2064194256844045
6.136101678027318,6.429510595809066
7.0005055813564585,6.339655095390631
7.446227426065296,6.506019930454338
8.213055060015437,6.195623721408946
8.802213934077582,6.434059837107361
9.563928997321371,6.416645500635996
0.19940327927519885,7.036996246557009
0.7955126435622748,6.844232113724874
1.4708785688474357,6.765197459049338
2.3404803111538297,6.750842246307904
3.1926017931581208,7.09897247599205
3.6274432803755663,7.110345423356043
4.150154357078208,7.12968949294751
4.922593977645198,7.102868767926584
5.787715567962498,6.817669028006599
6.293917566226279,6.775145349663471
6.823463684546192,7.0853998982305955
7.606571872658277,6.9169825346740925
8.26624025695954,7.123045677693436
9.04515496198913,6.8244762393713785
9.473991582321107,7.123738786651669
0.4069330572171083,7.435851230050407
1.1153536588092214,7.494503574546071
1.462012498447867,7.895727201742325
2.20667243352446,7.739145971742866
3.0796645799772335,7.815399138388054
3.870037833360427,7.448231486612816
4.1689031349349115,7.495834317527263
4.78096386426485,7.726280213530446
5.91600029508688,7.597469820402207
6.302083531907513,7.614863716858388
7.094125118000563,7.539657536473208
7.4695912111688125,7.686732414753121
8.459906894049709,7.684846322849409
9.061962637737325,7.762413752120983
9.69762307723882,7.723666118349664
0.4521669948068313,8.537159337448603
0.8147541903160349,8.562906491501229
1.6151366249417294,8.512134690877557
2.2794970482216566,8.489473565306987
2.8474346046551093,8.452432230629231
3.525628725044762,8.325898505766583
4.118388464717409,8.387913408599212
4.870821655571089,8.282676413417862
5.796239670544485,8.22232597238977
6.573752989094089,8.376730939972001
6.803157531026339,8.558426788511426
7.462918466930348,8.384956649080012
8.469499287532697,8.244403545570565
9.023927019115243,8.425336518433681
9.546126111239522,8.563851508646714
0.2987842054483011,9.139217265042793
0.9727632295242423,9.210276647928694
1.724478761222344,8.794670050943097
2.214498551792555,9.06348705498373
3.1264076364870528,8.952993562452912
3.441580422491801,8.769285372787198
4.245424629810632,9.14624507791584
4.851477548648228,8.830485838183192
5.638046543703824,9.205816736909506
6.107606952348733,8.767366690172857
6.98482576719042,8.85116626671283
7.611065118688759,8.955095686557888
8.412081622670492,8.989855987462205
8.878177197697033,9.179291745129046
9.438171015869848,9.174383218644035
0.5023941393983986,9.431520807799997
1.1549030334219061,9.605983578494138
1.7054665391543038,9.45559452636186
2.163270564455092,9.831569567253066
3.042973031536008,9.573343504339135
3.7904618606271123,9.812031032158565
4.470257193572267,9.564922456357296
5.049900588899368,9.55409915888877
5.601902786248546,9.900502655209678
6.552600754954499,9.616410723556829
7.054444495611115,9.781704765635272
7.466291434589379,9.45138792710624
8.24181187087695,9.898511026190866
8.795895442074043,9.546369511711958
9.874633833990261,9.7213879895683
